Title,Description,Link,pubDate
<title>'Music is powerful because it touches the deepest places of one's memory ... Music is what makes my life feel full meaningful and rich' says ??...</title>,<description><p>'Music is powerful because it touches the deepest places of one's memory ... Music is what makes my life feel full meaningful and rich' says ????????? ????.<br><br>In addition to her musical accomplishments she has also starred in several independent films. <br><br><a href='https://ept.ms/AMusicalJourney' target='_blank' rel='noopener'>https://ept.ms/AMusicalJourney</a></p><blockquote><b>EpochTV</b><br><b><a href='https://ept.ms/AMusicalJourney'>Music Growth and Fulfillment: Katherine Park?s Story</a></b><br><p>?Music is powerful because it touches the deepest places of one?s memory ... Music is what makes my life feel full meaningful and rich? said Katherine P...</p><img src='https://cdn4.cdn-telegram.org/file/LLIvRk1_oiH1HeJngaKmqzR4bnBfrl3bUoPOqW3S9DvUTqXE6xT3z0YsD2HS5naG2S1lexrmOpPeWtMyCzDrclE8UZOuPH8T-hLFQ1F-QmVh-ZnyxoWCWQPjd8tfL7w8g4IeVOr04o-xaqq70axW0PRrYuvRN5UViuilAcif7KHTB36zAa23VawAujvkOiQq3nQPcEHb4szw2TRQ9cyVuZNv5xakjIejEjlvIgKsG_FL-Ie3KsoDZYBd4qEQKtnNdRWPcH2fZEuy1IAnHKaa-Xy3BSJocANZdphAwCBTzpW8aQtH_bjFYPmYVPhSl8ztM-r0xVARoe6334K2EeZijw.jpg' referrerpolicy='no-referrer'></blockquote></description>,<link>https://t.me/epochtimes/108309</link>,<pubDate>2024-07-29T05:44:00-07:00</pubDate>
<title>Blinken Condemns Hezbollah Terrorist Attack</title>,<description><p>Blinken Condemns Hezbollah Terrorist Attack</p> <blockquote><b>Video is too big</b><br><img src='https://cdn4.cdn-telegram.org/file/kbG5npQCkyPvwazwXOQPJ4VBwrSgQunVBzrDGkeIAOs-eaKRfNWQ4NQ9PBgLtSYA84u6ChlIrnZ4AOt8OBMLRQlkyAB-VthKWy8mAe857ICrhXQqAMItieJRdjv9m6fpAqYuVlQeWWGlauHEVBPhGEyOW0h0blZZaOA4stZBkF8mvmdJz9P5sc-H-a9KbqqNEe6Xk10lccc0j_ukHHYRcUpacXNrJ3PKuQMlAsiUzfqQSsBsJDhhAeBdgoHya-od66N33e-oeZLj4miuTGMiFL_5iw9efDCR1wEuIRyzILWBCZ4yGP0g2A6es-BuyMPba99ozI3T_ugn0-eRsZUk2g' referrerpolicy='no-referrer'></blockquote></description>,<link>https://t.me/epochtimes/108308</link>,<pubDate>2024-07-29T05:42:39-07:00</pubDate>
<title>Paris Olympics Organizers Issue Apology to Christians Over Last Supper Parody. READ: https://www.theepochtimes.com/world/paris-olympics-organizers-iss...</title>,<description><p>Paris Olympics Organizers Issue Apology to Christians Over Last Supper Parody. READ: <a href='https://www.theepochtimes.com/world/paris-olympics-organizers-issue-apology-to-christians-over-last-supper-parody-5695177?utm_medium=Social&amp;utm_source=telegram' target='_blank' rel='noopener'>https://www.theepochtimes.com/world/paris-olympics-organizers-issue-apology-to-christians-over-last-supper-parody-5695177?utm_medium=Social&amp;utm_source=telegram</a></p><blockquote><b>The Epoch Times</b><br><b><a href='https://www.theepochtimes.com/world/paris-olympics-organizers-issue-apology-to-christians-over-last-supper-parody-5695177'>Paris Olympics Organizers Issue Apology to Christians Over Last Supper Parody</a></b><br><p>?If people have taken any offence we are really sorry? a Paris Olympics spokesperson said.</p><img src='https://cdn4.cdn-telegram.org/file/vVlchl5B5J9eTtvupiXiuJxDY0vmLEUcbJjNSKRESkOIpTF4omSHQBieFYrrzFDlGSLEP5uvUEpRRcJzMqnr7bNj1uE-9nJlUFNwz_ElgIIKbkuQKl1G7eB6eQzOghD2Mzht0mkrTMszyGkGZgq5I8Jls-3NwDZaemVRWNCBe0b2yhP-8pJ-awkSZcNorYYK36DhcpG6H-DvPQiI7QB6bCCLTwumUCBf2-WZC9ZCaH6u8FY5JEzYPHCHxvOmWtlA-8ogovk7zMbbbU0ZTfpvcTZQtWZYAPF7u1uw4tqhgTNt3b2JIlcSashMUzvVCbO9xNB1sXU8CAP8uCLweaEInQ.jpg' referrerpolicy='no-referrer'></blockquote></description>,<link>https://t.me/epochtimes/108307</link>,<pubDate>2024-07-29T05:13:57-07:00</pubDate>
<title>Beijing Expands Anti-US Alliance With Hamas?Fatah Agreement: Analysts READ: https://www.theepochtimes.com/china/beijing-expands-anti-us-alliance...</title>,<description><p>Forwarded From <b><a href='https://t.me/USChinaWatch/13154'>US China Watch</a></b></p><p>Beijing Expands Anti-US Alliance With Hamas?Fatah Agreement: Analysts READ: <a href='https://www.theepochtimes.com/china/beijing-expands-anti-us-alliance-with-hamas-fatah-agreement-analysts-5693591?utm_medium=Social&amp;utm_source=telegram&amp;utm_campaign=USChinaWatch' target='_blank' rel='noopener'>https://www.theepochtimes.com/china/beijing-expands-anti-us-alliance-with-hamas-fatah-agreement-analysts-5693591?utm_medium=Social&amp;utm_source=telegram&amp;utm_campaign=USChinaWatch</a></p><blockquote><b>The Epoch Times</b><br><b><a href='https://www.theepochtimes.com/china/beijing-expands-anti-us-alliance-with-hamas-fatah-agreement-analysts-5693591'>Beijing Expands Anti-US Alliance With Hamas?Fatah Agreement: Analysts</a></b><br><p>?The CCP is pushing forward a united front with the terrorist forces in the Middle East? a China expert said.</p><img src='https://cdn4.cdn-telegram.org/file/bJK-w98DLA5I1afVB4LLekt2zEsklzx5iamKB4WKFVL4SNu49KhoZlUSCVIZpOF1N0_D7G1fBQwXCEwVbE9YwVC1-KmXzcsxmnKeFaGT2kMXmJB6ILEdbyqqYNG-qapzjFAJdpzZ9MS-nDBz7xwrSnqXr_kG_9QJThW_YUuRGstZV2nLr98a-v5KI0iKSc7Svq0AtWESwnS2LXtUwMByDmGFiBQJz2AEWA3siVqH1-qiiwomFAcEW-9UcN3HXnOZTlgfVsWQTf-cqnjBeAdLEs6yG-6q3I7dJkUFLFqS-jeu1uVZhMQrCsgF0FToyu1TdmC61N3P6JZw5tuyQSCZ_Q.jpg' referrerpolicy='no-referrer'></blockquote></description>,<link>https://t.me/epochtimes/108306</link>,<pubDate>2024-07-28T17:32:15-07:00</pubDate>
<title>US?Japan Security Talks Focus on Bolstering Military Cooperation Underscores Threat From China READ: https://www.theepochtimes.com/china/us-jap...</title>,<description><p>Forwarded From <b><a href='https://t.me/USChinaWatch/13152'>US China Watch</a></b></p><p>US?Japan Security Talks Focus on Bolstering Military Cooperation Underscores Threat From China READ: <a href='https://www.theepochtimes.com/china/us-japan-security-talks-focus-on-bolstering-military-cooperation-underscores-threat-from-china-5695020?utm_medium=Social&amp;utm_source=telegram&amp;utm_campaign=USChinaWatch' target='_blank' rel='noopener'>https://www.theepochtimes.com/china/us-japan-security-talks-focus-on-bolstering-military-cooperation-underscores-threat-from-china-5695020?utm_medium=Social&amp;utm_source=telegram&amp;utm_campaign=USChinaWatch</a></p><blockquote><b>The Epoch Times</b><br><b><a href='https://www.theepochtimes.com/china/us-japan-security-talks-focus-on-bolstering-military-cooperation-underscores-threat-from-china-5695020'>US?Japan Security Talks Focus on Bolstering Military Cooperation Underscores Threat From China</a></b><br><img src='https://cdn4.cdn-telegram.org/file/v_vw7MrSiKV7kpkCtUnDSwmElCo8QgdsWCra-_bTeBM7Qb70tyq7sk_PI0zVgBP2E9oIauncnQpRsy5V7LXUe-a79k8eP4BSVysywQ79S4R8o5ABTE8-qRfyMKZHnAr0EHqlNTIB1wBOAAS1Jya90iHX50tHu4OBUcdEK1ynTwfbodH_prIFeA5cIS7O8bAajRQWI_ttfiBZfhfZhJw-qaWp_EiZFia6JqIZkZd73xNka6vbqMpAJf1pmO58h7QwHKwyloimXl3MiFJJtN5hii7vqBXqPZbivNFSJDINxI6hDZsRlENWsF1ivNkFj9puwgd2VY6U-uTbTHqetRcedA.jpg' referrerpolicy='no-referrer'></blockquote></description>,<link>https://t.me/epochtimes/108305</link>,<pubDate>2024-07-28T17:31:43-07:00</pubDate>
<title>Texas Lawmakers Denounce CCP and Call for Persecution of Falun Gong to End READ: https://www.theepochtimes.com/china/texas-lawmakers-denounce-cpp...</title>,<description><p>Forwarded From <b><a href='https://t.me/USChinaWatch/13150'>US China Watch</a></b></p><p>Texas Lawmakers Denounce CCP and Call for Persecution of Falun Gong to End READ: <a href='https://www.theepochtimes.com/china/texas-lawmakers-denounce-cpp-and-call-for-persecution-of-falun-gong-to-end-5694707?utm_medium=Social&amp;utm_source=telegram&amp;utm_campaign=USChinaWatch' target='_blank' rel='noopener'>https://www.theepochtimes.com/china/texas-lawmakers-denounce-cpp-and-call-for-persecution-of-falun-gong-to-end-5694707?utm_medium=Social&amp;utm_source=telegram&amp;utm_campaign=USChinaWatch</a></p><blockquote><b>The Epoch Times</b><br><b><a href='https://www.theepochtimes.com/china/texas-lawmakers-denounce-cpp-and-call-for-persecution-of-falun-gong-to-end-5694707'>Texas Lawmakers Denounce CPP and Call for Persecution of Falun Gong to End</a></b><br><p>?In China Falun Gong practitioners continue to follow their beliefs despite facing severe persecution and the threat of death? Sen. Ted Cruz (R-Texas) said.</p><img src='https://cdn4.cdn-telegram.org/file/rHg6ul0V-pExwSnQ-kPnhDNTjGbdO7sZIHDi3PkH9768c7B3VWFGBIS2MY2O36yPRG3UFHJl_JLQ3ILWWVn2cW-hemLu3sJNT9inaW_m6nfLhVGyNXDjodpASzuQ8f4cfqQn7XCOxVLfibAbnaeMmIaizMZgzXNDyqrUKUdcHYzvmNG-sG76XDlhprXEUk8631Iv5RguXsHsEQHIJOfVN_iIuwi5QUw7_WCHuNHie5gffS1-Mo_6YwnZgfb3-QDFqtFagKs5V6Bnp-C7On_qIGx2kYoWJujAhbW_BdJwlX9GlByxdP95kIW7ngGKoR99nEY0OdPCu5-XZGFlW2FaIA.jpg' referrerpolicy='no-referrer'></blockquote></description>,<link>https://t.me/epochtimes/108304</link>,<pubDate>2024-07-28T17:31:08-07:00</pubDate>
<title>Kevin Spacey?s Waterfront Baltimore Condo Sold at Auction After Foreclosure READ: https://www.theepochtimes.com/us/kevin-spaceys-waterfront-baltimore...</title>,<description><p>Kevin Spacey?s Waterfront Baltimore Condo Sold at Auction After Foreclosure READ: <a href='https://www.theepochtimes.com/us/kevin-spaceys-waterfront-baltimore-condo-sold-at-auction-after-foreclosure-5694435?utm_medium=Social&amp;utm_source=telegram' target='_blank' rel='noopener'>https://www.theepochtimes.com/us/kevin-spaceys-waterfront-baltimore-condo-sold-at-auction-after-foreclosure-5694435?utm_medium=Social&amp;utm_source=telegram</a></p><blockquote><b>The Epoch Times</b><br><b><a href='https://www.theepochtimes.com/us/kevin-spaceys-waterfront-baltimore-condo-sold-at-auction-after-foreclosure-5694435'>Kevin Spacey?s Waterfront Baltimore Condo Sold at Auction After Foreclosure</a></b><br><img src='https://cdn4.cdn-telegram.org/file/O-R3vtKRZmTsDAYamQdg7a5X-_EwKxPXzPNhIpebbwnsx0xLMbiQI2v8ITh5Q7NkPKd3-qUDE8ePFJkvuTCEYbgBl9DAenLsGl6G26eWqIAnW2p8JUilxk1AUo_zFAogcZoISELpARmbnfsFvcRw6ycRUjctVeKOEJ9OjmLKDKUqscvDipJM74XLOtS8lrtXGi5P7C4ATOGVEOehWyEIBECC1UuGQtkKzWEU2STiucE8d2W9VP3eh0guQ49YH_iIX70DZiGlz8By61hlhTp9OUJYB68ghEhI3l5d52KCxS27ZMy6ViUfgHFc-Kc4wnEpObCJ0I-jsZbZLIb4u3qVbg.jpg' referrerpolicy='no-referrer'></blockquote></description>,<link>https://t.me/epochtimes/108303</link>,<pubDate>2024-07-28T17:29:33-07:00</pubDate>
<title>LeBron James Kevin Durant Lead US to Dominant 1st Olympic Win READ: https://www.theepochtimes.com/sports/lebron-james-kevin-durant-lead-us-to-dominan...</title>,<description><p>LeBron James Kevin Durant Lead US to Dominant 1st Olympic Win READ: <a href='https://www.theepochtimes.com/sports/lebron-james-kevin-durant-lead-us-to-dominant-first-olympic-win-5695123?utm_medium=Social&amp;utm_source=telegram' target='_blank' rel='noopener'>https://www.theepochtimes.com/sports/lebron-james-kevin-durant-lead-us-to-dominant-first-olympic-win-5695123?utm_medium=Social&amp;utm_source=telegram</a></p><blockquote><b>The Epoch Times</b><br><b><a href='https://www.theepochtimes.com/sports/lebron-james-kevin-durant-lead-us-to-dominant-first-olympic-win-5695123?utm_medium=Social&amp;utm_source=telegram'>LeBron James Kevin Durant Lead US to Dominant 1st Olympic Win</a></b><br><p>Strong shooting propels the United States past Serbia to start the tournament.</p><img src='https://cdn4.cdn-telegram.org/file/Pg2CxXZMLGhVTXNtbT85_5vcnm6GAemuHuZU7n8lQtLEODB3ehitwsVs0TbiBAm7lNDzhcUumItbcELhLnpg5PClnpWBP1o948Fcmmzq0oBwmN9z-3o1Z64T7Qid93QMraDRMugKh5V-Owtd-6U7YjDKqLea-UzMwDTi7IlqqJEGqtiJk4xR3gtTYEYHH4HwEZY0eBnyq_XyDWYo4ZWNts1E-e91Nos02cKc4vTBElq1VFnWCrOi3XYGKgt_8eMDuN4wbsbY8WHOdyhKIYXUU8B46VqbhdsxZGHxNCFA2h-Rs5nsmD-jt3XwHAE099CycA_3zuepBXOakmOpkUIGHg.jpg' referrerpolicy='no-referrer'></blockquote></description>,<link>https://t.me/epochtimes/108302</link>,<pubDate>2024-07-28T17:27:50-07:00</pubDate>
<title>Diana Taurasi Seeks Gold Medal Record With USA Basketball READ: https://www.theepochtimes.com/sports/diana-taurasi-seeks-gold-medal-record-with-usa-ba...</title>,<description><p>Diana Taurasi Seeks Gold Medal Record With USA Basketball READ: <a href='https://www.theepochtimes.com/sports/diana-taurasi-seeks-gold-medal-record-with-usa-basketball-5694974?utm_medium=Social&amp;utm_source=telegram' target='_blank' rel='noopener'>https://www.theepochtimes.com/sports/diana-taurasi-seeks-gold-medal-record-with-usa-basketball-5694974?utm_medium=Social&amp;utm_source=telegram</a></p><blockquote><b>The Epoch Times</b><br><b><a href='https://www.theepochtimes.com/sports/diana-taurasi-seeks-gold-medal-record-with-usa-basketball-5694974?utm_medium=Social&amp;utm_source=telegram'>Diana Taurasi Seeks Gold Medal Record With USA Basketball</a></b><br><p>?We?re all here to bring home gold and it starts every single day from here on out? Taurasi told reporters.</p><img src='https://cdn4.cdn-telegram.org/file/Oh8gvuoU8RpoCMr_7o47s8xsBX0PBv5mKoxXy7A-K0Vibw-bNx2i0mJwTzMgr8jYFm1xb5NtddVPLzkMr1SncIgx_9PYieln55KOMaBRxFw9uAhPQDUp02NJLGj4FmgqFF13vDb_RQq2HuA-ugJ6FtseCpNnn2UQ5D87-xDAk-FtsN1dhQ5aiQm9w4oYIIp80MNGU-7j8d4PM6AbKTa4-i_vaWC5GTe3CYIq02liL8nkycA5x_4-unq9fmHnYe5ICsmbli3S5lXDz2l5I2SUIUqCMQQiQHPbe3Wz1adAuuolwoOcpp53bRD8QVquLQkNb3CKs9QC5r7gT6xNFjIiNQ.jpg' referrerpolicy='no-referrer'></blockquote></description>,<link>https://t.me/epochtimes/108301</link>,<pubDate>2024-07-28T08:38:54-07:00</pubDate>
<title>Paris Olympics: Haley Batten Takes Home Silver for Team USA READ: https://www.theepochtimes.com/sports/paris-olympics-us-mens-basketball-tips-off-on-s...</title>,<description><p>Paris Olympics: Haley Batten Takes Home Silver for Team USA READ: <a href='https://www.theepochtimes.com/sports/paris-olympics-us-mens-basketball-tips-off-on-sunday-5695008?utm_medium=Social&amp;utm_source=telegram' target='_blank' rel='noopener'>https://www.theepochtimes.com/sports/paris-olympics-us-mens-basketball-tips-off-on-sunday-5695008?utm_medium=Social&amp;utm_source=telegram</a></p><blockquote><b>The Epoch Times</b><br><b><a href='https://www.theepochtimes.com/sports/paris-olympics-us-mens-basketball-tips-off-on-sunday-5695008'>Paris Olympics Updates: USA Takes Gold Silver After Tense Final in Women?s Individual Foil Fencing</a></b><br><p>Sunday?s competition features more excitement in gymnastics basketball and swimming with 13 sets of medals up for grabs.&nbsp;</p><img src='https://cdn4.cdn-telegram.org/file/BF0DIg3-Bd3x0Ril8bVMQw1BZ3w2rfdX2eqYkZaPHloOXzpS_Hm_sLQEupcUd-wC5b1aULK7iOubXs5zzhgGNd60HAclsnrlejeuNLWFZMpPA5j6DFd2UuV4NsjK-lA-mUclXp5jO6yir5tB7T_KIuBz0CBZlcEyTqxvpS3Sq6xRYKfXAVzgfR4Je_dK7iGTMCzXNrJYXb6tuDP10IfN-oZbZz0kzSkPq5MG1BYH3ndZDFTbD7XH6fFO4ap-uOy7sEGbBWBc8UDvxFF2xa9af43Mi6CzrYAf9Uxm0w0mlC5EBOq5no66jUi5NHbQx2GIS1GUJz4CDoYOr5IRWkZYYA.jpg' referrerpolicy='no-referrer'></blockquote></description>,<link>https://t.me/epochtimes/108300</link>,<pubDate>2024-07-28T08:38:21-07:00</pubDate>
